Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role
Channing Frye,111,2017-18,115.0,15.2,0.1,1.5,13.1,34.0,TOT,NBA,53.0,1.0,695.0,7.3,14.9,4.6,6.8,2.7,8.1,1.2,1.3,0.8,8.6,9.5,2.7,1.3,0.9,1.5,4.8,18.5,0.491,0.67,0.33899999999999997,0.583,0.895,0.599,2017,C,1,3&D
Danilo Gallinari,112,2017-18,111.0,20.6,0.1,1.2,13.8,29.0,LAC,NBA,21.0,21.0,671.0,7.4,18.6,4.8,10.5,2.6,8.0,5.9,6.3,0.7,6.7,7.3,3.0,0.9,0.7,1.9,2.2,23.3,0.39799999999999996,0.455,0.324,0.469,0.9309999999999999,0.545,2017,SF,1,3&D
Langston Galloway,109,2017-18,106.0,19.3,0.1,1.4,12.2,26.0,DET,NBA,58.0,2.0,863.0,7.3,19.7,2.9,7.1,4.3,12.6,1.9,2.4,0.8,4.6,5.3,3.4,2.0,0.3,1.0,2.3,20.8,0.371,0.418,0.344,0.48100000000000004,0.805,0.503,2017,SG,1,3&D
Marc Gasol,108,2017-18,104.0,25.6,2.1,4.0,17.4,33.0,MEM,NBA,73.0,73.0,2408.0,9.1,21.7,6.8,15.0,2.3,6.7,5.9,7.1,1.6,10.8,12.4,6.4,1.1,2.1,4.1,3.9,26.4,0.42,0.456,0.341,0.473,0.8340000000000001,0.532,2017,C,2,Do It All
Pau Gasol,102,2017-18,112.0,20.4,2.4,6.0,18.9,37.0,SAS,NBA,77.0,63.0,1812.0,8.0,17.5,6.8,14.1,1.2,3.3,4.4,5.8,3.6,13.7,17.3,6.6,0.7,2.2,3.0,3.4,21.6,0.45799999999999996,0.48100000000000004,0.358,0.4920000000000001,0.7559999999999999,0.539,2017,C,8,All Star
Rudy Gay,103,2017-18,106.0,24.6,0.7,3.1,18.0,31.0,SAS,NBA,57.0,6.0,1231.0,10.4,22.0,8.9,17.2,1.5,4.8,4.6,6.0,3.1,8.8,11.9,3.0,1.9,1.6,3.2,4.0,26.9,0.47100000000000003,0.516,0.314,0.506,0.772,0.545,2017,PF,2,Do It All
Paul George,106,2017-18,112.0,25.7,3.3,8.9,18.7,27.0,OKC,NBA,79.0,79.0,2891.0,9.9,23.0,5.7,12.5,4.2,10.5,5.8,7.1,1.2,6.4,7.7,4.5,2.8,0.7,3.6,4.0,29.8,0.43,0.45399999999999996,0.401,0.521,0.8220000000000001,0.57,2017,SF,8,All Star
Taj Gibson,112,2017-18,123.0,14.7,2.1,7.2,15.4,32.0,MIN,NBA,82.0,82.0,2726.0,7.8,13.5,7.7,12.9,0.1,0.6,2.6,3.4,3.6,7.2,10.7,1.8,1.1,1.1,1.6,4.0,18.3,0.5770000000000001,0.595,0.2,0.581,0.768,0.61,2017,PF,6,Star Inside Big
Manu Ginóbili,107,2017-18,103.0,21.5,0.3,2.2,12.9,40.0,SAS,NBA,65.0,0.0,1299.0,7.8,18.0,5.3,10.5,2.5,7.5,4.3,5.1,0.7,4.8,5.5,6.3,1.7,0.6,4.1,4.9,22.4,0.434,0.506,0.33299999999999996,0.503,0.84,0.5529999999999999,2017,SG,1,3&D
Rudy Gobert,99,2017-18,122.0,16.9,2.9,8.1,20.7,25.0,UTA,NBA,56.0,56.0,1816.0,7.6,12.3,7.6,12.3,0.0,0.0,5.6,8.3,4.6,12.0,16.6,2.2,1.2,3.6,3.0,4.2,20.9,0.622,0.622,0.0,0.622,0.682,0.657,2017,C,6,Star Inside Big
Aaron Gordon,109,2017-18,103.0,24.7,1.0,2.9,16.5,22.0,ORL,NBA,58.0,57.0,1909.0,9.6,22.2,6.7,13.4,2.9,8.8,4.0,5.8,2.2,9.5,11.7,3.5,1.5,1.2,2.7,2.8,26.2,0.434,0.4970000000000001,0.336,0.5,0.698,0.53,2017,PF,7,Elite Wing
Eric Gordon,110,2017-18,110.0,24.7,0.5,4.7,15.2,29.0,HOU,NBA,69.0,30.0,2154.0,9.5,22.2,4.5,8.3,5.0,13.9,4.5,5.5,0.6,3.3,3.9,3.5,1.0,0.6,3.0,2.6,28.4,0.428,0.544,0.359,0.54,0.809,0.578,2017,SG,7,Elite Wing
Marcin Gortat,107,2017-18,112.0,15.5,1.2,4.9,14.7,33.0,WAS,NBA,82.0,82.0,2075.0,6.9,13.4,6.9,13.4,0.0,0.0,2.6,3.9,4.3,10.6,14.9,3.6,1.0,1.5,2.4,4.2,16.5,0.518,0.518,0.0,0.518,0.675,0.546,2017,C,9,
Treveon Graham,112,2017-18,114.0,11.3,0.3,1.8,9.0,24.0,CHO,NBA,63.0,2.0,1050.0,4.5,10.3,2.6,5.8,1.9,4.5,1.9,2.7,2.0,3.7,5.6,2.7,1.5,0.1,1.3,5.1,12.7,0.434,0.452,0.41200000000000003,0.525,0.695,0.5529999999999999,2017,SG,5,Perimeter Scorer
Jerami Grant,108,2017-18,122.0,16.0,0.6,5.4,16.2,23.0,OKC,NBA,81.0,1.0,1647.0,7.4,13.7,6.4,10.4,1.0,3.3,4.9,7.2,2.6,7.0,9.6,1.7,0.9,2.3,1.6,4.7,20.6,0.535,0.613,0.29100000000000004,0.57,0.675,0.607,2017,PF,8,All Star
Jerian Grant,112,2017-18,112.0,17.4,0.0,3.3,14.3,25.0,CHI,NBA,74.0,26.0,1686.0,6.1,14.6,4.3,9.1,1.8,5.4,4.1,5.4,0.9,4.1,5.0,9.9,1.8,0.2,2.6,3.8,17.9,0.41600000000000004,0.46799999999999997,0.326,0.47600000000000003,0.745,0.528,2017,PG,7,Elite Wing
Danny Green,104,2017-18,100.0,16.6,1.4,2.9,11.4,30.0,SAS,NBA,70.0,60.0,1791.0,6.1,15.8,2.8,6.8,3.3,9.0,1.4,1.8,1.2,5.9,7.0,3.1,1.8,2.3,2.1,3.4,16.9,0.387,0.419,0.363,0.49,0.769,0.509,2017,SG,1,3&D
Draymond Green,105,2017-18,110.0,17.2,3.0,6.1,16.1,27.0,GSW,NBA,70.0,70.0,2287.0,5.9,13.0,4.3,7.6,1.6,5.4,2.8,3.6,1.6,9.7,11.3,10.7,2.0,1.9,4.3,3.9,16.3,0.45399999999999996,0.562,0.301,0.516,0.775,0.556,2017,PF,8,All Star
Gerald Green,108,2017-18,109.0,22.4,0.0,2.1,14.1,32.0,HOU,NBA,41.0,2.0,929.0,8.9,21.9,3.1,6.1,5.8,15.8,2.7,3.2,0.8,6.2,7.0,1.3,1.3,0.8,1.6,4.6,26.3,0.40700000000000003,0.504,0.369,0.54,0.85,0.5660000000000001,2017,SG,7,Elite Wing
JaMychal Green,110,2017-18,108.0,17.8,0.2,2.6,14.0,27.0,MEM,NBA,55.0,54.0,1542.0,7.3,16.0,5.9,11.8,1.4,4.2,2.6,3.6,4.8,10.4,15.2,2.6,1.0,0.8,2.5,5.0,18.7,0.457,0.499,0.33899999999999997,0.501,0.721,0.53,2017,PF,2,Do It All
Jeff Green,114,2017-18,115.0,19.3,0.1,3.9,14.8,31.0,CLE,NBA,78.0,13.0,1828.0,7.9,16.6,6.5,12.0,1.4,4.6,5.4,6.3,1.6,5.0,6.6,2.7,1.1,0.9,2.0,4.0,22.7,0.47700000000000004,0.54,0.312,0.52,0.868,0.5870000000000001,2017,PF,2,Do It All
Blake Griffin,110,2017-18,109.0,28.9,2.4,4.9,19.6,28.0,TOT,NBA,58.0,58.0,1970.0,10.9,24.8,8.1,16.8,2.8,8.0,6.5,8.2,1.8,8.9,10.7,8.3,1.0,0.4,4.1,3.5,31.0,0.43799999999999994,0.48200000000000004,0.345,0.493,0.785,0.544,2017,PF,8,All Star
Blake Griffin,110,2017-18,109.0,28.9,2.4,4.9,19.6,28.0,TOT,NBA,58.0,58.0,1970.0,10.9,24.8,8.1,16.8,2.8,8.0,6.5,8.2,1.8,8.9,10.7,8.3,1.0,0.4,4.1,3.5,31.0,0.43799999999999994,0.48200000000000004,0.345,0.493,0.785,0.544,2017,PF,8,All Star
Blake Griffin,110,2017-18,109.0,28.9,2.4,4.9,19.6,28.0,TOT,NBA,58.0,58.0,1970.0,10.9,24.8,8.1,16.8,2.8,8.0,6.5,8.2,1.8,8.9,10.7,8.3,1.0,0.4,4.1,3.5,31.0,0.43799999999999994,0.48200000000000004,0.345,0.493,0.785,0.544,2017,PF,8,All Star
Tim Hardaway,113,2017-18,106.0,23.8,0.9,2.6,14.4,25.0,NYK,NBA,57.0,54.0,1885.0,9.5,22.5,6.0,11.7,3.4,10.8,3.8,4.7,0.8,5.0,5.9,4.1,1.6,0.3,2.4,3.2,26.2,0.42100000000000004,0.516,0.317,0.496,0.816,0.5329999999999999,2017,SG,7,Elite Wing
James Harden,105,2017-18,120.0,36.1,8.3,15.4,29.8,28.0,HOU,NBA,72.0,72.0,2551.0,12.6,27.9,7.4,14.0,5.1,13.9,12.0,14.0,0.8,6.7,7.5,12.2,2.4,1.0,6.1,3.3,42.3,0.449,0.531,0.3670000000000001,0.541,0.858,0.619,2017,SG,4,Superstar
Maurice Harkless,106,2017-18,117.0,12.6,1.2,3.2,12.6,24.0,POR,NBA,59.0,36.0,1264.0,5.8,11.7,3.9,7.0,1.9,4.6,1.7,2.3,1.8,4.6,6.4,2.1,1.9,1.7,1.6,4.1,15.2,0.495,0.547,0.415,0.5770000000000001,0.7120000000000001,0.596,2017,SF,7,Elite Wing
Montrezl Harrell,109,2017-18,124.0,23.8,1.5,5.5,24.7,24.0,LAC,NBA,76.0,3.0,1293.0,13.1,20.6,13.0,20.3,0.0,0.3,5.2,8.3,3.9,7.6,11.5,2.8,1.4,2.0,2.6,5.4,31.4,0.635,0.6409999999999999,0.14300000000000002,0.636,0.626,0.647,2017,C,6,Star Inside Big
Devin Harris,111,2017-18,110.0,20.2,0.0,2.5,13.0,34.0,TOT,NBA,71.0,1.0,1340.0,7.0,16.9,4.0,8.5,2.9,8.5,5.3,6.3,0.4,4.3,4.7,5.7,1.8,0.4,2.8,5.9,22.2,0.41200000000000003,0.47600000000000003,0.348,0.499,0.835,0.563,2017,PG,1,3&D
Devin Harris,111,2017-18,110.0,20.2,0.0,2.5,13.0,34.0,TOT,NBA,71.0,1.0,1340.0,7.0,16.9,4.0,8.5,2.9,8.5,5.3,6.3,0.4,4.3,4.7,5.7,1.8,0.4,2.8,5.9,22.2,0.41200000000000003,0.47600000000000003,0.348,0.499,0.835,0.563,2017,PG,1,3&D
Devin Harris,111,2017-18,110.0,20.2,0.0,2.5,13.0,34.0,TOT,NBA,71.0,1.0,1340.0,7.0,16.9,4.0,8.5,2.9,8.5,5.3,6.3,0.4,4.3,4.7,5.7,1.8,0.4,2.8,5.9,22.2,0.41200000000000003,0.47600000000000003,0.348,0.499,0.835,0.563,2017,PG,1,3&D
Gary Harris,112,2017-18,115.0,20.7,1.7,5.5,16.5,23.0,DEN,NBA,67.0,65.0,2304.0,9.5,19.5,6.1,11.1,3.4,8.5,2.9,3.5,0.8,3.0,3.8,4.2,2.6,0.3,2.6,2.6,25.2,0.485,0.5529999999999999,0.396,0.57,0.8270000000000001,0.597,2017,SG,8,All Star
Joe Harris,113,2017-18,116.0,16.6,1.1,4.0,13.3,26.0,BRK,NBA,78.0,14.0,1975.0,7.5,15.3,3.8,6.5,3.7,8.8,2.1,2.6,1.3,5.1,6.4,3.1,0.9,0.5,2.2,3.8,20.8,0.491,0.589,0.419,0.612,0.8270000000000001,0.634,2017,SG,7,Elite Wing
Tobias Harris,110,2017-18,112.0,23.3,1.8,6.7,17.1,25.0,TOT,NBA,80.0,80.0,2668.0,10.4,22.6,7.0,14.4,3.4,8.2,3.3,4.0,1.1,7.0,8.1,3.6,1.3,0.6,1.9,3.0,27.5,0.46,0.488,0.41100000000000003,0.535,0.8290000000000001,0.565,2017,PF,8,All Star
Tobias Harris,110,2017-18,112.0,23.3,1.8,6.7,17.1,25.0,TOT,NBA,80.0,80.0,2668.0,10.4,22.6,7.0,14.4,3.4,8.2,3.3,4.0,1.1,7.0,8.1,3.6,1.3,0.6,1.9,3.0,27.5,0.46,0.488,0.41100000000000003,0.535,0.8290000000000001,0.565,2017,PF,8,All Star
Tobias Harris,110,2017-18,112.0,23.3,1.8,6.7,17.1,25.0,TOT,NBA,80.0,80.0,2668.0,10.4,22.6,7.0,14.4,3.4,8.2,3.3,4.0,1.1,7.0,8.1,3.6,1.3,0.6,1.9,3.0,27.5,0.46,0.488,0.41100000000000003,0.535,0.8290000000000001,0.565,2017,PF,8,All Star
Andrew Harrison,113,2017-18,106.0,19.6,-0.2,1.7,12.7,23.0,MEM,NBA,56.0,46.0,1326.0,6.9,16.4,5.1,10.9,1.8,5.4,4.7,6.1,0.9,4.1,5.0,6.7,1.4,1.0,3.1,5.3,20.3,0.42200000000000004,0.467,0.331,0.47700000000000004,0.78,0.534,2017,PG,1,3&D
Josh Hart,109,2017-18,116.0,13.5,0.7,3.4,12.2,22.0,LAL,NBA,63.0,23.0,1461.0,5.8,12.3,3.2,5.8,2.6,6.5,2.2,3.1,1.4,7.2,8.6,2.6,1.5,0.5,1.5,3.5,16.2,0.469,0.551,0.396,0.573,0.7020000000000001,0.596,2017,SG,7,Elite Wing
John Henson,108,2017-18,115.0,15.0,1.2,4.9,15.7,27.0,MIL,NBA,76.0,69.0,1970.0,7.3,12.7,7.2,12.5,0.0,0.2,2.3,4.0,3.8,9.2,13.0,2.9,1.1,2.8,2.1,5.1,16.8,0.5720000000000001,0.578,0.14300000000000002,0.573,0.57,0.5820000000000001,2017,C,9,
Willy Hernangómez,106,2017-18,117.0,21.0,0.4,1.8,21.2,23.0,TOT,NBA,48.0,1.0,495.0,9.0,16.3,8.5,15.1,0.5,1.2,5.9,8.9,6.1,12.1,18.2,3.3,1.8,1.6,3.5,6.4,24.4,0.555,0.5660000000000001,0.41700000000000004,0.57,0.6559999999999999,0.604,2017,C,2,Do It All
Willy Hernangómez,106,2017-18,117.0,21.0,0.4,1.8,21.2,23.0,TOT,NBA,48.0,1.0,495.0,9.0,16.3,8.5,15.1,0.5,1.2,5.9,8.9,6.1,12.1,18.2,3.3,1.8,1.6,3.5,6.4,24.4,0.555,0.5660000000000001,0.41700000000000004,0.57,0.6559999999999999,0.604,2017,C,2,Do It All
Willy Hernangómez,106,2017-18,117.0,21.0,0.4,1.8,21.2,23.0,TOT,NBA,48.0,1.0,495.0,9.0,16.3,8.5,15.1,0.5,1.2,5.9,8.9,6.1,12.1,18.2,3.3,1.8,1.6,3.5,6.4,24.4,0.555,0.5660000000000001,0.41700000000000004,0.57,0.6559999999999999,0.604,2017,C,2,Do It All
Mario Hezonja,108,2017-18,103.0,19.9,0.5,2.3,13.7,22.0,ORL,NBA,75.0,30.0,1657.0,8.1,18.2,5.4,10.3,2.7,7.9,2.5,3.1,1.2,7.1,8.3,3.1,2.4,0.9,2.5,4.0,21.3,0.442,0.523,0.337,0.515,0.8190000000000001,0.544,2017,SF,1,3&D
Buddy Hield,111,2017-18,104.0,24.3,0.9,2.8,16.1,25.0,SAC,NBA,80.0,12.0,2024.0,10.4,23.3,6.0,13.1,4.4,10.2,1.8,2.0,1.4,6.3,7.7,3.9,2.1,0.5,3.1,3.7,27.0,0.446,0.457,0.431,0.54,0.877,0.557,2017,SG,7,Elite Wing
Nenê Hilário,105,2017-18,117.0,18.9,0.2,2.6,16.4,35.0,HOU,NBA,52.0,4.0,758.0,8.8,15.5,8.8,15.4,0.0,0.1,4.4,6.9,3.5,7.9,11.4,2.9,1.8,0.9,2.5,8.0,22.1,0.569,0.574,0.0,0.569,0.636,0.594,2017,C,9,
George Hill,113,2017-18,113.0,16.3,0.6,3.2,13.3,31.0,TOT,NBA,67.0,60.0,1812.0,6.5,14.1,4.2,8.5,2.3,5.7,3.0,3.9,1.2,3.8,5.0,5.1,1.7,0.7,2.4,3.5,18.4,0.46,0.49,0.415,0.5429999999999999,0.7859999999999999,0.58,2017,PG,7,Elite Wing
George Hill,113,2017-18,113.0,16.3,0.6,3.2,13.3,31.0,TOT,NBA,67.0,60.0,1812.0,6.5,14.1,4.2,8.5,2.3,5.7,3.0,3.9,1.2,3.8,5.0,5.1,1.7,0.7,2.4,3.5,18.4,0.46,0.49,0.415,0.5429999999999999,0.7859999999999999,0.58,2017,PG,7,Elite Wing
George Hill,113,2017-18,113.0,16.3,0.6,3.2,13.3,31.0,TOT,NBA,67.0,60.0,1812.0,6.5,14.1,4.2,8.5,2.3,5.7,3.0,3.9,1.2,3.8,5.0,5.1,1.7,0.7,2.4,3.5,18.4,0.46,0.49,0.415,0.5429999999999999,0.7859999999999999,0.58,2017,PG,7,Elite Wing
Jrue Holiday,109,2017-18,110.0,23.1,3.0,7.1,17.8,27.0,NOP,NBA,81.0,81.0,2927.0,10.0,20.3,8.1,14.5,2.0,5.8,3.0,3.9,1.0,4.9,6.0,7.9,2.0,1.0,3.5,3.3,25.1,0.494,0.557,0.337,0.5429999999999999,0.7859999999999999,0.57,2017,SG,8,All Star
Justin Holiday,111,2017-18,100.0,18.2,0.4,1.7,10.8,28.0,CHI,NBA,72.0,72.0,2265.0,6.3,16.9,2.8,7.2,3.5,9.7,2.9,3.5,0.7,5.6,6.3,3.3,1.7,0.7,2.0,2.9,18.9,0.371,0.387,0.359,0.474,0.823,0.513,2017,SG,1,3&D
Rondae Hollis-Jefferson,109,2017-18,108.0,22.2,0.8,4.1,16.9,23.0,BRK,NBA,68.0,59.0,1920.0,8.6,18.3,8.3,16.9,0.3,1.4,6.3,8.0,2.6,9.1,11.6,4.2,1.6,1.2,3.1,3.7,23.9,0.47200000000000003,0.491,0.24100000000000002,0.48100000000000004,0.7879999999999999,0.5479999999999999,2017,SF,2,Do It All
Richaun Holmes,103,2017-18,121.0,16.6,0.7,2.8,17.4,24.0,PHI,NBA,48.0,2.0,746.0,8.7,15.5,8.4,13.5,0.3,2.0,2.4,3.6,3.7,9.9,13.6,3.9,1.3,1.9,1.6,6.3,20.1,0.56,0.624,0.129,0.568,0.6609999999999999,0.585,2017,C,9,
Rodney Hood,110,2017-18,106.0,24.3,0.0,2.7,14.3,25.0,TOT,NBA,60.0,23.0,1616.0,9.9,23.1,6.0,12.9,3.9,10.3,3.4,4.0,0.7,4.4,5.1,2.9,1.4,0.4,2.2,3.2,27.2,0.429,0.467,0.381,0.513,0.86,0.546,2017,SG,7,Elite Wing
Rodney Hood,110,2017-18,106.0,24.3,0.0,2.7,14.3,25.0,TOT,NBA,60.0,23.0,1616.0,9.9,23.1,6.0,12.9,3.9,10.3,3.4,4.0,0.7,4.4,5.1,2.9,1.4,0.4,2.2,3.2,27.2,0.429,0.467,0.381,0.513,0.86,0.546,2017,SG,7,Elite Wing
Rodney Hood,110,2017-18,106.0,24.3,0.0,2.7,14.3,25.0,TOT,NBA,60.0,23.0,1616.0,9.9,23.1,6.0,12.9,3.9,10.3,3.4,4.0,0.7,4.4,5.1,2.9,1.4,0.4,2.2,3.2,27.2,0.429,0.467,0.381,0.513,0.86,0.546,2017,SG,7,Elite Wing
Al Horford,103,2017-18,115.0,18.4,3.5,7.8,17.6,31.0,BOS,NBA,72.0,72.0,2277.0,8.1,16.5,5.9,11.6,2.1,5.0,2.1,2.6,2.3,9.4,11.6,7.4,0.9,1.7,2.9,3.0,20.3,0.489,0.514,0.429,0.5529999999999999,0.7829999999999999,0.575,2017,C,8,All Star
Danuel House,114,2017-18,111.0,16.2,-0.1,0.6,12.4,24.0,PHO,NBA,23.0,3.0,403.0,6.7,15.3,4.9,8.4,1.8,6.9,3.0,3.7,1.5,7.5,9.0,3.0,0.8,0.7,1.3,2.7,18.1,0.434,0.5770000000000001,0.259,0.4920000000000001,0.8059999999999999,0.5329999999999999,2017,SG,1,3&D
Dwight Howard,104,2017-18,108.0,24.2,1.1,6.8,20.5,32.0,CHO,NBA,81.0,81.0,2463.0,10.0,18.0,10.0,17.9,0.0,0.1,6.6,11.5,5.0,15.0,20.0,2.1,1.0,2.6,4.1,4.9,26.7,0.555,0.5589999999999999,0.14300000000000002,0.556,0.574,0.5770000000000001,2017,C,6,Star Inside Big
Josh Huestis,109,2017-18,91.0,9.5,-0.5,0.5,5.4,26.0,OKC,NBA,69.0,10.0,982.0,3.0,9.2,1.4,3.4,1.7,5.8,0.3,1.0,2.1,6.0,8.1,1.0,0.8,2.2,1.3,4.1,8.0,0.33,0.40299999999999997,0.287,0.42,0.3,0.41700000000000004,2017,PF,5,Perimeter Scorer
Serge Ibaka,105,2017-18,109.0,19.4,0.9,5.1,14.7,28.0,TOR,NBA,76.0,76.0,2093.0,8.9,18.5,6.4,11.5,2.5,7.0,2.2,2.8,1.8,9.4,11.3,1.5,0.7,2.3,2.1,4.9,22.6,0.483,0.5589999999999999,0.36,0.552,0.797,0.574,2017,PF,7,Elite Wing
Andre Iguodala,109,2017-18,113.0,11.5,0.9,3.2,11.2,34.0,GSW,NBA,64.0,7.0,1622.0,4.4,9.5,3.4,6.0,1.0,3.5,1.6,2.6,1.5,5.8,7.3,6.2,1.6,1.1,2.0,2.9,11.4,0.46299999999999997,0.5670000000000001,0.282,0.514,0.632,0.536,2017,SF,1,3&D
Ersan İlyasova,108,2017-18,111.0,18.7,0.9,4.0,14.9,30.0,TOT,NBA,69.0,43.0,1729.0,7.8,17.2,5.2,10.1,2.6,7.1,3.0,3.8,3.3,8.1,11.4,2.5,1.7,0.7,2.0,4.4,21.1,0.452,0.517,0.36,0.526,0.778,0.5579999999999999,2017,PF,7,Elite Wing
Ersan İlyasova,108,2017-18,111.0,18.7,0.9,4.0,14.9,30.0,TOT,NBA,69.0,43.0,1729.0,7.8,17.2,5.2,10.1,2.6,7.1,3.0,3.8,3.3,8.1,11.4,2.5,1.7,0.7,2.0,4.4,21.1,0.452,0.517,0.36,0.526,0.778,0.5579999999999999,2017,PF,7,Elite Wing
Ersan İlyasova,108,2017-18,111.0,18.7,0.9,4.0,14.9,30.0,TOT,NBA,69.0,43.0,1729.0,7.8,17.2,5.2,10.1,2.6,7.1,3.0,3.8,3.3,8.1,11.4,2.5,1.7,0.7,2.0,4.4,21.1,0.452,0.517,0.36,0.526,0.778,0.5579999999999999,2017,PF,7,Elite Wing
Joe Ingles,106,2017-18,115.0,15.9,3.3,7.6,14.4,30.0,UTA,NBA,82.0,81.0,2578.0,6.5,14.0,2.5,4.9,4.0,9.0,1.3,1.6,0.5,6.2,6.7,7.6,1.8,0.4,3.1,3.5,18.3,0.467,0.516,0.44,0.609,0.795,0.623,2017,SF,8,All Star
Brandon Ingram,109,2017-18,104.0,22.2,0.4,2.8,13.8,20.0,LAL,NBA,59.0,59.0,1975.0,8.7,18.4,7.7,15.9,1.0,2.5,4.7,6.8,1.4,6.2,7.6,5.6,1.1,1.0,3.6,3.9,23.0,0.47,0.483,0.39,0.4970000000000001,0.6809999999999999,0.536,2017,SF,2,Do It All
Kyrie Irving,106,2017-18,118.0,31.0,4.0,8.9,25.0,25.0,BOS,NBA,60.0,60.0,1931.0,13.8,28.1,9.5,17.6,4.3,10.5,6.0,6.8,0.9,5.0,5.9,7.9,1.7,0.4,3.6,3.2,37.9,0.491,0.541,0.408,0.568,0.889,0.61,2017,PG,4,Superstar
Jonathan Isaac,104,2017-18,87.0,15.0,0.0,0.2,9.8,20.0,ORL,NBA,27.0,10.0,536.0,5.0,13.2,3.6,9.0,1.5,4.2,1.7,2.3,1.5,7.6,9.0,1.6,3.0,2.7,2.5,4.4,13.2,0.379,0.39399999999999996,0.348,0.434,0.76,0.465,2017,PF,5,Perimeter Scorer
Wesley Iwundu,112,2017-18,100.0,11.6,-0.4,0.7,7.8,23.0,ORL,NBA,62.0,12.0,1020.0,4.5,10.5,4.0,8.3,0.4,2.2,1.6,2.3,1.7,4.8,6.6,2.7,1.6,0.6,1.4,3.9,11.0,0.4270000000000001,0.488,0.196,0.447,0.723,0.48,2017,SF,5,Perimeter Scorer
Jarrett Jack,114,2017-18,103.0,16.7,-0.6,1.2,11.5,34.0,NYK,NBA,62.0,56.0,1548.0,6.1,14.2,5.3,11.4,0.8,2.8,2.0,2.4,0.7,5.4,6.1,11.1,1.1,0.1,3.7,3.1,14.9,0.4270000000000001,0.45899999999999996,0.29100000000000004,0.455,0.84,0.489,2017,PG,1,3&D
Josh Jackson,112,2017-18,93.0,26.0,-1.1,-0.7,11.8,20.0,PHO,NBA,77.0,35.0,1959.0,9.5,22.8,8.1,17.5,1.4,5.3,4.3,6.8,2.3,6.3,8.6,2.9,2.0,0.9,3.6,5.3,24.7,0.41700000000000004,0.46399999999999997,0.263,0.44799999999999995,0.634,0.48,2017,SF,5,Perimeter Scorer
Justin Jackson,114,2017-18,103.0,14.2,-0.6,1.0,9.2,22.0,SAC,NBA,68.0,41.0,1506.0,6.2,14.1,4.3,7.9,1.9,6.2,0.9,1.2,0.9,5.4,6.3,2.5,0.9,0.4,1.3,2.7,15.2,0.442,0.547,0.308,0.51,0.722,0.521,2017,SF,5,Perimeter Scorer
Reggie Jackson,111,2017-18,105.0,27.1,0.2,2.0,15.9,27.0,DET,NBA,45.0,45.0,1201.0,10.2,24.0,8.1,16.9,2.2,7.0,4.7,5.6,1.2,4.0,5.2,9.9,1.1,0.2,4.1,3.6,27.2,0.426,0.475,0.308,0.47100000000000003,0.836,0.516,2017,PG,2,Do It All
LeBron James,109,2017-18,118.0,31.6,8.9,14.0,28.6,33.0,CLE,NBA,82.0,82.0,3026.0,13.9,25.6,11.5,19.0,2.4,6.6,6.3,8.6,1.6,9.9,11.5,12.1,1.9,1.1,5.6,2.2,36.4,0.542,0.603,0.3670000000000001,0.59,0.731,0.621,2017,PF,4,Superstar
Mike James,113,2017-18,99.0,25.1,-0.1,0.2,13.9,27.0,TOT,NBA,36.0,10.0,687.0,8.6,22.4,6.8,15.5,1.8,6.8,4.5,5.9,0.9,5.4,6.3,8.8,2.0,0.5,3.4,3.3,23.4,0.38299999999999995,0.435,0.265,0.424,0.762,0.469,2017,PG,1,3&D
Mike James,113,2017-18,99.0,25.1,-0.1,0.2,13.9,27.0,TOT,NBA,36.0,10.0,687.0,8.6,22.4,6.8,15.5,1.8,6.8,4.5,5.9,0.9,5.4,6.3,8.8,2.0,0.5,3.4,3.3,23.4,0.38299999999999995,0.435,0.265,0.424,0.762,0.469,2017,PG,1,3&D
Mike James,113,2017-18,99.0,25.1,-0.1,0.2,13.9,27.0,TOT,NBA,36.0,10.0,687.0,8.6,22.4,6.8,15.5,1.8,6.8,4.5,5.9,0.9,5.4,6.3,8.8,2.0,0.5,3.4,3.3,23.4,0.38299999999999995,0.435,0.265,0.424,0.762,0.469,2017,PG,1,3&D
Al Jefferson,104,2017-18,113.0,22.5,0.2,1.6,20.2,33.0,IND,NBA,36.0,1.0,484.0,11.5,21.5,11.5,21.2,0.0,0.3,3.1,3.7,3.1,11.7,14.8,3.1,1.7,2.4,2.2,6.8,26.0,0.534,0.541,0.0,0.534,0.833,0.563,2017,C,9,
Jonas Jerebko,106,2017-18,118.0,15.6,0.4,3.4,13.2,30.0,UTA,NBA,74.0,19.0,1134.0,7.0,15.1,4.2,8.1,2.9,6.9,2.0,2.5,2.3,8.5,10.9,1.9,1.1,0.5,1.2,5.6,19.0,0.466,0.511,0.414,0.562,0.807,0.586,2017,PF,7,Elite Wing
Amir Johnson,103,2017-18,121.0,12.8,1.5,4.1,14.9,30.0,PHI,NBA,74.0,18.0,1171.0,5.8,10.7,5.3,9.4,0.4,1.3,2.1,3.5,5.1,8.5,13.6,4.8,1.8,1.8,2.3,7.9,14.0,0.5379999999999999,0.57,0.313,0.5579999999999999,0.612,0.575,2017,C,2,Do It All
